№ п/п,Дата,Время начала,Время окон- чания,Тип занятий,Участвуют группы,Участвуют подгруппы,Дисциплина,Число сту- дентов,Поме- щение,Преподаватель
87,31.05.2022вторник,9.0,10.3,лекция,ЗУУ-1911,,Лидерство,11,413 (I),доц. Латышева Наталия Александровна
88,31.05.2022вторник,10.4,12.1,прак. занятие,ЗУУ-1911,,Лидерство,11,413 (I),доц. Латышева Наталия Александровна
89,31.05.2022вторник,12.2,13.5,прак. занятие,ЗУУ-1911,,Правовая защита информации и информационных отношений,11,413 (I),доц. Недова Наталья Сергеевна
90,31.05.2022вторник,14.3,16.0,прак. занятие,ЗУУ-1911,,Правовая защита информации и информационных отношений,11,413 (I),доц. Недова Наталья Сергеевна
91,31.05.2022вторник,16.1,16.55,консультация,ЗУУ-1911,,Организационный дизайн и управление оргагизационными изменениями,11,413 (I),доц. Мявлина Нурзидя Жаферовна
92,31.05.2022вторник,17.0,17.45,консультация,ЗУУ-1911,,Экономико-правовое регулирование социально-трудовых отношений,11,413 (I),доц. Балашов Евгений Владимирович
93,01.06.2022среда,9.0,10.3,лекция,ЗУУ-1911,,Деловая оценка персонала,11,413 (I),доц. Алексашина Татьяна Викторовна
94,01.06.2022среда,10.4,12.1,прак. занятие,ЗУУ-1911,,Деловая оценка персонала,11,413 (I),доц. Алексашина Татьяна Викторовна
95,01.06.2022среда,12.2,13.5,прак. занятие,ЗУУ-1911,,Деловая оценка персонала,11,413 (I),доц. Алексашина Татьяна Викторовна
96,01.06.2022среда,14.3,16.0,прак. занятие,ЗУУ-1911,,Стратегия и политика управления персоналом,11,413 (I),доц. Слабов Сергей Сергеевич
97,01.06.2022среда,16.1,16.55,консультация,ЗУУ-1911,,Стратегия и политика управления персоналом,11,413 (I),доц. Слабов Сергей Сергеевич
98,02.06.2022четверг,9.45,10.3,консультация,ЗУУ-1911,,Функционально-стоимостной анализ системы и технологии управления персоналом,11,413 (I),доц. Панько Юлия Владимировна
99,02.06.2022четверг,10.4,12.1,зачет,ЗУУ-1911,,Деловая оценка персонала,11,413 (I),доц. Алексашина Татьяна Викторовна
100,02.06.2022четверг,12.2,13.5,экзамен,ЗУУ-1911,,Организационный дизайн и управление оргагизационными изменениями,11,413 (I),доц. Мявлина Нурзидя Жаферовна
101,02.06.2022четверг,14.3,16.0,экзамен,ЗУУ-1911,,Организационный дизайн и управление оргагизационными изменениями,11,413 (I),доц. Мявлина Нурзидя Жаферовна
102,03.06.2022пятница,9.0,10.3,экзамен,ЗУУ-1911,,Функционально-стоимостной анализ системы и технологии управления персоналом,11,413 (I),доц. Панько Юлия Владимировна
103,03.06.2022пятница,10.4,12.1,экзамен,ЗУУ-1911,,Функционально-стоимостной анализ системы и технологии управления персоналом,11,413 (I),доц. Панько Юлия Владимировна
104,04.06.2022суббота,9.0,10.3,экзамен,ЗУУ-1911,,Экономико-правовое регулирование социально-трудовых отношений,11,413 (I),доц. Балашов Евгений Владимирович
105,04.06.2022суббота,10.4,12.1,экзамен,ЗУУ-1911,,Экономико-правовое регулирование социально-трудовых отношений,11,413 (I),доц. Балашов Евгений Владимирович
